n,ngram,support,errors,error_rate
2,dl,16,11,0.6875
2,lc,16,8,0.5
2,nf,16,14,0.875
2,ln,16,6,0.375
2,lv,16,8,0.5
2,cs,15,9,0.6
2,nb,15,9,0.6
2,dt,15,9,0.6
2,eo,15,11,0.7333333333333333
2,dg,15,10,0.6666666666666666
2,pd,15,9,0.6
2,gs,15,7,0.4666666666666667
2,ml,15,8,0.5333333333333333
2,uv,14,7,0.5
2,oe,14,11,0.7857142857142857
2,bs,14,8,0.5714285714285714
2,by,14,8,0.5714285714285714
2,lw,14,9,0.6428571428571429
2,ky,14,11,0.7857142857142857
2,mh,14,9,0.6428571428571429
2,bd,14,8,0.5714285714285714
2,kl,14,8,0.5714285714285714
2,gm,13,7,0.5384615384615384
2,ys,13,11,0.8461538461538461
2,wn,13,7,0.5384615384615384
2,mv,13,8,0.6153846153846154
2,lg,13,11,0.8461538461538461
2,ix,13,8,0.6153846153846154
2,xi,13,10,0.7692307692307693
2,uf,13,11,0.8461538461538461
2,tp,13,5,0.38461538461538464
2,qa,13,9,0.6923076923076923
2,pm,13,6,0.46153846153846156
2,jb,13,8,0.6153846153846154
2,xa,13,8,0.6153846153846154
2,wy,12,6,0.5
2,mj,12,5,0.4166666666666667
2,pk,12,6,0.5
2,dk,12,6,0.5
2,nz,12,8,0.6666666666666666
2,vv,12,6,0.5
2,yr,12,7,0.5833333333333334
2,rf,12,12,1.0
2,zu,12,10,0.8333333333333334
2,vn,11,2,0.18181818181818182
2,yk,11,6,0.5454545454545454
2,gb,11,9,0.8181818181818182
2,dc,11,8,0.7272727272727273
2,gg,11,4,0.36363636363636365
2,sb,11,8,0.7272727272727273
2,oy,11,6,0.5454545454545454
2,mw,10,8,0.8
2,dp,10,4,0.4
2,wr,10,7,0.7
2,zo,10,9,0.9
2,tv,10,7,0.7
2,yt,10,9,0.9
2,db,9,5,0.5555555555555556
2,kw,9,6,0.6666666666666666
2,nl,9,8,0.8888888888888888
2,mg,9,6,0.6666666666666666
2,jj,9,4,0.4444444444444444
2,oz,9,7,0.7777777777777778
2,bb,9,5,0.5555555555555556
2,aq,9,6,0.6666666666666666
2,ii,9,7,0.7777777777777778
2,dm,8,3,0.375
2,kv,8,4,0.5
2,iu,8,5,0.625
2,ox,8,7,0.875
2,yd,8,5,0.625
2,cy,8,6,0.75
2,py,8,7,0.875
2,wp,8,7,0.875
2,wt,8,6,0.75
2,kp,8,5,0.625
2,jr,8,0,0.0
2,jm,8,5,0.625
2,bn,7,3,0.42857142857142855
2,js,7,2,0.2857142857142857
2,lr,7,3,0.42857142857142855
2,bj,7,7,1.0
2,kd,7,4,0.5714285714285714
2,vs,7,2,0.2857142857142857
2,sd,7,7,1.0
2,zb,7,7,1.0
2,kn,7,3,0.42857142857142855
2,yl,7,5,0.7142857142857143
2,uz,7,5,0.7142857142857143
2,lf,7,3,0.42857142857142855
2,wl,7,5,0.7142857142857143
2,lj,7,4,0.5714285714285714
2,xt,6,4,0.6666666666666666
2,vu,6,6,1.0
2,ws,6,6,1.0
2,tc,6,3,0.5
2,bt,6,5,0.8333333333333334
2,df,6,4,0.6666666666666666
2,uw,6,5,0.8333333333333334
2,gv,6,4,0.6666666666666666
2,jv,6,4,0.6666666666666666
2,yp,6,5,0.8333333333333334
2,gk,6,5,0.8333333333333334
2,vl,6,1,0.16666666666666666
2,wh,6,5,0.8333333333333334
2,uo,6,4,0.6666666666666666
2,sf,6,4,0.6666666666666666
2,uu,6,5,0.8333333333333334
2,jw,5,1,0.2
2,pw,5,5,1.0
2,bz,5,3,0.6
2,bm,5,3,0.6
2,cd,5,3,0.6
2,hg,5,2,0.4
2,jp,5,2,0.4
2,vt,5,5,1.0
2,vj,5,1,0.2
2,kc,5,3,0.6
2,yg,5,3,0.6
2,uy,5,3,0.6
2,eq,5,3,0.6
2,yb,5,4,0.8
2,zy,5,4,0.8
2,vk,5,2,0.4
2,wc,4,4,1.0
2,cw,4,4,1.0
2,xy,4,4,1.0
2,fj,4,4,1.0
2,tg,4,4,1.0
2,xo,4,2,0.5
2,pv,4,1,0.25
2,gp,4,3,0.75
2,iq,4,4,1.0
2,ux,4,2,0.5
2,yw,4,3,0.75
2,km,4,3,0.75
2,zh,4,3,0.75
2,gc,4,1,0.25
2,tf,3,3,1.0
2,wm,3,3,1.0
2,vw,3,3,1.0
2,qe,3,3,1.0
2,qi,3,2,0.6666666666666666
2,yh,3,3,1.0
2,vp,3,0,0.0
2,vm,3,1,0.3333333333333333
2,xm,3,1,0.3333333333333333
2,td,3,2,0.6666666666666666
2,pc,3,1,0.3333333333333333
2,gw,3,2,0.6666666666666666
2,vd,3,2,0.6666666666666666
2,wg,3,3,1.0
2,yv,3,3,1.0
2,cp,3,1,0.3333333333333333
2,fs,3,3,1.0
2,fc,3,0,0.0
2,jg,3,0,0.0
2,jk,3,1,0.3333333333333333
2,rz,3,3,1.0
2,bg,3,2,0.6666666666666666
2,hz,2,2,1.0
2,hj,2,2,1.0
2,zt,2,2,1.0
2,tb,2,0,0.0
2,yy,2,2,1.0
2,wf,2,2,1.0
2,mf,2,2,1.0
2,kg,2,0,0.0
2,xp,2,2,1.0
2,wv,2,2,1.0
2,qr,2,0,0.0
2,jd,2,2,1.0
2,sg,2,1,0.5
2,vh,2,2,1.0
2,gf,2,1,0.5
2,tz,2,2,1.0
2,cm,2,1,0.5
2,kf,2,1,0.5
2,xc,2,1,0.5
2,zp,2,2,1.0
2,pf,2,1,0.5
2,xe,2,1,0.5
2,yc,2,1,0.5
2,zl,2,1,0.5
2,cb,2,1,0.5
2,sq,2,2,1.0
2,ww,2,2,1.0
2,hf,2,2,1.0
2,jt,2,1,0.5
2,lz,2,2,1.0
2,wk,2,2,1.0
2,mz,2,2,1.0
2,xn,1,1,1.0
2,nx,1,1,1.0
2,dq,1,1,1.0
2,lx,1,0,0.0
2,qw,1,1,1.0
2,vg,1,1,1.0
2,fz,1,1,1.0
2,fn,1,1,1.0
2,qs,1,0,0.0
2,yf,1,1,1.0
2,bw,1,1,1.0
2,fg,1,0,0.0
2,bp,1,0,0.0
2,kj,1,1,1.0
2,uq,1,1,1.0
2,xk,1,1,1.0
2,fm,1,1,1.0
2,zg,1,1,1.0
2,cg,1,1,1.0
2,xw,1,0,0.0
2,kb,1,0,0.0
2,xv,1,1,1.0
2,qb,1,1,1.0
2,wd,1,1,1.0
2,bc,1,0,0.0
2,cn,1,0,0.0
2,pg,1,1,1.0
2,zw,1,0,0.0
2,zv,1,1,1.0
2,kz,1,1,1.0
2,zr,1,1,1.0
2,bv,1,0,0.0
2,zz,1,0,0.0
2,wb,1,1,1.0
2,vc,1,0,0.0
2,pj,1,0,0.0
2,jl,1,0,0.0
2,fy,1,0,0.0
2,fd,1,1,1.0
2,hq,1,1,1.0
2,dj,1,1,1.0
2,zm,1,1,1.0
2,xu,1,0,0.0
2,bk,1,0,0.0
2,pb,1,0,0.0
3,ara,387,227,0.58656330749354
3,haa,381,160,0.4199475065616798
3,aan,356,182,0.5112359550561798
3,han,341,180,0.5278592375366569
3,dha,334,183,0.5479041916167665
3,cha,328,176,0.5365853658536586
3,ana,322,191,0.593167701863354
3,sha,319,158,0.4952978056426332
3,har,314,190,0.6050955414012739
3,yon,311,144,0.4630225080385852
3,iyo,295,132,0.44745762711864406
3,iya,286,167,0.583916083916084
3,aar,284,119,0.41901408450704225
3,kar,274,140,0.5109489051094891
3,ata,269,155,0.5762081784386617
3,pra,235,102,0.4340425531914894
3,ari,235,119,0.5063829787234042
3,ati,232,109,0.4698275862068966
3,and,232,156,0.6724137931034483
3,yaa,226,111,0.4911504424778761
3,ant,225,131,0.5822222222222222
3,bha,224,96,0.42857142857142855
3,man,220,135,0.6136363636363636
3,adh,211,117,0.5545023696682464
3,ama,208,116,0.5576923076923077
3,ala,205,127,0.6195121951219512
3,taa,202,84,0.4158415841584158
3,ani,198,104,0.5252525252525253
3,kha,189,106,0.5608465608465608
3,ika,186,80,0.43010752688172044
3,ada,184,127,0.6902173913043478
3,ran,180,116,0.6444444444444445
3,ava,171,91,0.5321637426900585
3,ish,171,88,0.5146198830409356
3,ang,168,107,0.6369047619047619
3,aat,168,66,0.39285714285714285
3,kaa,167,57,0.3413173652694611
3,san,165,71,0.4303030303030303
3,raa,164,72,0.43902439024390244
3,ree,164,78,0.47560975609756095
3,rat,163,98,0.6012269938650306
3,tha,163,89,0.5460122699386503
3,pur,160,77,0.48125
3,aka,156,75,0.4807692307692308
3,aad,152,69,0.45394736842105265
3,ate,148,79,0.5337837837837838
3,ane,148,89,0.6013513513513513
3,ash,146,72,0.4931506849315068
3,hat,145,79,0.5448275862068965
3,ing,141,83,0.5886524822695035
3,aha,139,72,0.5179856115107914
3,aal,135,50,0.37037037037037035
3,aga,135,76,0.562962962962963
3,riy,130,56,0.4307692307692308
3,aya,128,66,0.515625
3,art,127,55,0.4330708661417323
3,naa,126,58,0.4603174603174603
3,maa,124,45,0.3629032258064516
3,tra,124,76,0.6129032258064516
3,yan,122,60,0.4918032786885246
3,ast,120,60,0.5
3,ali,119,80,0.6722689075630253
3,ath,119,73,0.6134453781512605
3,shi,118,64,0.5423728813559322
3,tar,118,81,0.6864406779661016
3,par,117,58,0.49572649572649574
3,vaa,117,45,0.38461538461538464
3,daa,117,66,0.5641025641025641
3,are,115,60,0.5217391304347826
3,apa,113,52,0.46017699115044247
3,ach,112,71,0.6339285714285714
3,hal,112,65,0.5803571428571429
3,ksh,111,59,0.5315315315315315
3,esh,110,39,0.35454545454545455
3,tri,110,59,0.5363636363636364
3,hak,109,58,0.5321100917431193
3,tan,109,82,0.7522935779816514
3,gar,109,63,0.5779816513761468
3,ans,108,56,0.5185185185185185
3,laa,108,45,0.4166666666666667
3,awa,108,67,0.6203703703703703
3,nga,107,67,0.6261682242990654
3,ron,107,66,0.616822429906542
3,pat,107,68,0.6355140186915887
3,aas,105,39,0.37142857142857144
3,chh,102,51,0.5
3,waa,101,52,0.5148514851485149
3,adi,100,57,0.57
3,dhi,99,34,0.3434343434343434
3,chi,99,59,0.5959595959595959
3,asa,98,48,0.4897959183673469
3,var,97,55,0.5670103092783505
3,hik,95,31,0.3263157894736842
3,ram,95,49,0.5157894736842106
3,hya,94,43,0.4574468085106383
3,bad,93,70,0.7526881720430108
3,abh,93,36,0.3870967741935484
3,war,93,53,0.5698924731182796
3,ale,92,51,0.5543478260869565
3,aay,91,43,0.4725274725274725
3,ras,91,52,0.5714285714285714
3,dar,91,55,0.6043956043956044
3,hee,90,41,0.45555555555555555
3,nda,89,59,0.6629213483146067
3,ban,89,64,0.7191011235955056
3,ary,88,46,0.5227272727272727
3,rak,88,39,0.4431818181818182
3,ntr,88,47,0.5340909090909091
3,ano,88,47,0.5340909090909091
3,aro,87,54,0.6206896551724138
3,aon,86,31,0.36046511627906974
3,tiy,85,33,0.38823529411764707
3,ham,84,48,0.5714285714285714
3,lan,84,56,0.6666666666666666
3,sht,83,51,0.6144578313253012
3,tee,83,55,0.6626506024096386
3,asi,83,43,0.5180722891566265
3,ank,82,45,0.5487804878048781
3,baa,81,40,0.49382716049382713
3,arm,81,46,0.5679012345679012
3,dan,81,65,0.8024691358024691
3,pan,81,33,0.4074074074074074
3,aba,80,51,0.6375
3,gan,80,50,0.625
3,kan,79,51,0.6455696202531646
3,rit,78,47,0.6025641025641025
3,diy,76,45,0.5921052631578947
3,jan,76,49,0.6447368421052632
3,ars,76,38,0.5
3,ton,76,43,0.5657894736842105
3,aae,75,35,0.4666666666666667
3,saa,75,23,0.30666666666666664
3,sam,74,54,0.7297297297297297
3,she,74,34,0.4594594594594595
3,nee,73,43,0.589041095890411
3,aks,73,42,0.5753424657534246
3,aam,73,28,0.3835616438356164
3,ita,72,43,0.5972222222222222
3,mar,72,41,0.5694444444444444
3,ura,71,41,0.5774647887323944
3,ion,71,39,0.5492957746478874
3,nag,71,42,0.5915492957746479
3,nch,70,34,0.4857142857142857
3,sta,70,43,0.6142857142857143
3,had,70,39,0.5571428571428572
3,kat,69,45,0.6521739130434783
3,sar,69,38,0.5507246376811594
3,ris,68,41,0.6029411764705882
3,thi,68,40,0.5882352941176471
3,son,68,51,0.75
3,van,68,39,0.5735294117647058
3,akh,67,39,0.582089552238806
3,hit,67,30,0.44776119402985076
3,vas,66,33,0.5
3,hai,66,34,0.5151515151515151
3,ind,66,41,0.6212121212121212
3,niy,66,34,0.5151515151515151
3,ndh,66,45,0.6818181818181818
3,rya,65,34,0.5230769230769231
3,gaa,65,25,0.38461538461538464
3,hav,65,30,0.46153846153846156
3,aye,65,39,0.6
3,non,65,33,0.5076923076923077
3,str,64,37,0.578125
3,ist,63,46,0.7301587301587301
3,sth,63,22,0.3492063492063492
3,ard,63,37,0.5873015873015873
3,ain,63,32,0.5079365079365079
3,avi,63,30,0.47619047619047616
3,rad,63,33,0.5238095238095238
3,ush,63,39,0.6190476190476191
3,gya,62,14,0.22580645161290322
3,hra,62,39,0.6290322580645161
3,has,62,35,0.5645161290322581
3,een,62,32,0.5161290322580645
3,nik,62,23,0.3709677419354839
3,bar,62,35,0.5645161290322581
3,ter,62,32,0.5161290322580645
3,ukh,61,37,0.6065573770491803
3,anc,61,33,0.5409836065573771
3,ade,61,38,0.6229508196721312
3,ula,61,35,0.5737704918032787
3,hin,61,39,0.639344262295082
3,ent,61,38,0.6229508196721312
3,mah,61,26,0.4262295081967213
3,ira,60,37,0.6166666666666667
3,nta,60,44,0.7333333333333333
3,rta,60,25,0.4166666666666667
3,uda,60,44,0.7333333333333333
3,atr,60,39,0.65
3,ega,60,24,0.4
3,tro,59,27,0.4576271186440678
3,hoo,59,25,0.423728813559322
3,paa,59,18,0.3050847457627119
3,nka,59,31,0.5254237288135594
3,kon,59,27,0.4576271186440678
3,rah,59,35,0.5932203389830508
3,oor,59,30,0.5084745762711864
3,gha,59,32,0.5423728813559322
3,tre,58,31,0.5344827586206896
3,iva,58,30,0.5172413793103449
3,tin,58,36,0.6206896551724138
3,dra,58,38,0.6551724137931034
3,shr,58,34,0.5862068965517241
3,nat,58,31,0.5344827586206896
3,lin,58,31,0.5344827586206896
3,hiy,57,31,0.543859649122807
3,aak,57,20,0.3508771929824561
3,raj,56,23,0.4107142857142857
3,aai,56,34,0.6071428571428571
3,muk,56,27,0.48214285714285715
3,aaj,56,20,0.35714285714285715
3,aen,56,21,0.375
3,lat,56,29,0.5178571428571429
3,pha,56,40,0.7142857142857143
3,jee,56,29,0.5178571428571429
3,ill,56,38,0.6785714285714286
3,iti,55,36,0.6545454545454545
3,aja,55,30,0.5454545454545454
3,sin,55,33,0.6
3,arn,55,33,0.6
3,att,55,42,0.7636363636363637
3,mat,54,29,0.5370370370370371
3,ddh,54,28,0.5185185185185185
3,rth,54,22,0.4074074074074074
3,yak,54,25,0.46296296296296297
3,swa,54,27,0.5
3,ers,54,33,0.6111111111111112
3,ima,53,27,0.5094339622641509
3,nan,53,27,0.5094339622641509
3,era,53,36,0.6792452830188679
3,hon,53,32,0.6037735849056604
3,dee,52,32,0.6153846153846154
3,hau,52,31,0.5961538461538461
3,yat,52,24,0.46153846153846156
3,anu,52,22,0.4230769230769231
3,kal,52,33,0.6346153846153846
