n,ngram,support,errors,error_rate
3,shw,44,19,0.4318181818181818
3,vid,44,23,0.5227272727272727
3,aap,44,13,0.29545454545454547
3,eva,44,22,0.5
3,lle,44,33,0.75
3,siy,43,27,0.627906976744186
3,vad,43,29,0.6744186046511628
3,any,43,29,0.6744186046511628
3,uma,43,21,0.4883720930232558
3,ngh,43,21,0.4883720930232558
3,lon,43,22,0.5116279069767442
3,rwa,42,31,0.7380952380952381
3,rik,42,27,0.6428571428571429
3,eng,42,26,0.6190476190476191
3,yam,42,28,0.6666666666666666
3,oon,42,26,0.6190476190476191
3,che,42,25,0.5952380952380952
3,ine,42,33,0.7857142857142857
3,nsa,41,27,0.6585365853658537
3,gal,41,27,0.6585365853658537
3,igy,41,9,0.21951219512195122
3,vat,41,30,0.7317073170731707
3,ood,41,22,0.5365853658536586
3,mal,41,27,0.6585365853658537
3,poo,41,22,0.5365853658536586
3,ste,41,27,0.6585365853658537
3,ahi,41,28,0.6829268292682927
3,aur,41,24,0.5853658536585366
3,ela,41,25,0.6097560975609756
3,eed,40,33,0.825
3,tal,40,20,0.5
3,yoo,40,33,0.825
3,aah,40,26,0.65
3,und,40,25,0.625
3,ola,40,23,0.575
3,bhu,40,25,0.625
3,aun,39,26,0.6666666666666666
3,kra,39,24,0.6153846153846154
3,arg,39,26,0.6666666666666666
3,hun,39,23,0.5897435897435898
3,men,39,28,0.717948717948718
3,pal,39,19,0.48717948717948717
3,udh,38,23,0.6052631578947368
3,ail,38,20,0.5263157894736842
3,eey,38,15,0.39473684210526316
3,add,38,32,0.8421052631578947
3,eer,38,17,0.4473684210526316
3,mon,38,30,0.7894736842105263
3,des,38,13,0.34210526315789475
3,pro,38,24,0.631578947368421
3,ewa,38,20,0.5263157894736842
3,odh,37,14,0.3783783783783784
3,yad,37,28,0.7567567567567568
3,dhy,37,26,0.7027027027027027
3,est,37,16,0.43243243243243246
3,val,37,30,0.8108108108108109
3,ile,37,20,0.5405405405405406
3,una,37,23,0.6216216216216216
3,ark,37,23,0.6216216216216216
3,sho,37,28,0.7567567567567568
3,dhe,36,27,0.75
3,yav,36,20,0.5555555555555556
3,lee,36,20,0.5555555555555556
3,was,36,24,0.6666666666666666
3,eet,36,17,0.4722222222222222
3,edi,36,25,0.6944444444444444
3,ora,36,27,0.75
3,khe,36,19,0.5277777777777778
3,lla,36,15,0.4166666666666667
3,rna,36,17,0.4722222222222222
3,bho,36,12,0.3333333333333333
3,ens,35,25,0.7142857142857143
3,uth,35,20,0.5714285714285714
3,gad,35,20,0.5714285714285714
3,ore,35,27,0.7714285714285715
3,eek,35,18,0.5142857142857142
3,ees,35,31,0.8857142857142857
3,sva,35,25,0.7142857142857143
3,upa,35,20,0.5714285714285714
3,nde,35,27,0.7714285714285715
3,hay,35,26,0.7428571428571429
3,sti,35,22,0.6285714285714286
3,ene,35,21,0.6
3,ein,35,22,0.6285714285714286
3,ait,34,19,0.5588235294117647
3,ndi,34,21,0.6176470588235294
3,rda,34,28,0.8235294117647058
3,rap,34,22,0.6470588235294118
3,khy,34,17,0.5
3,mas,34,19,0.5588235294117647
3,ool,34,11,0.3235294117647059
3,hta,34,24,0.7058823529411765
3,nam,34,19,0.5588235294117647
3,wat,34,17,0.5
3,ver,34,25,0.7352941176470589
3,hor,34,24,0.7058823529411765
3,gat,34,15,0.4411764705882353
3,don,34,24,0.7058823529411765
3,rai,34,24,0.7058823529411765
3,amb,34,24,0.7058823529411765
3,akt,34,10,0.29411764705882354
3,nav,33,18,0.5454545454545454
3,nya,33,25,0.7575757575757576
3,hab,33,23,0.696969696969697
3,bra,33,21,0.6363636363636364
3,jar,33,28,0.8484848484848485
3,aji,33,15,0.45454545454545453
3,ais,33,21,0.6363636363636364
3,sur,33,24,0.7272727272727273
3,amp,33,26,0.7878787878787878
3,ont,33,24,0.7272727272727273
3,con,33,23,0.696969696969697
3,sal,33,27,0.8181818181818182
3,cho,32,21,0.65625
3,arw,32,25,0.78125
3,haw,32,17,0.53125
3,abl,32,29,0.90625
3,urv,32,26,0.8125
3,rem,32,14,0.4375
3,ori,32,26,0.8125
3,uti,32,22,0.6875
3,vai,32,13,0.40625
3,tat,32,23,0.71875
3,ann,32,21,0.65625
3,ide,32,22,0.6875
3,kri,32,18,0.5625
3,uch,32,20,0.625
3,ins,32,23,0.71875
3,rti,32,16,0.5
3,ric,32,17,0.53125
3,ida,32,26,0.8125
3,nth,32,23,0.71875
3,ith,32,20,0.625
3,tho,32,21,0.65625
3,vil,32,29,0.90625
3,her,32,21,0.65625
3,mai,31,19,0.6129032258064516
3,ukt,31,18,0.5806451612903226
3,mit,31,14,0.45161290322580644
3,pre,31,12,0.3870967741935484
3,ami,31,19,0.6129032258064516
3,eta,31,14,0.45161290322580644
3,uri,31,22,0.7096774193548387
3,ame,31,16,0.5161290322580645
3,rag,31,18,0.5806451612903226
3,hil,31,20,0.6451612903225806
3,pah,31,6,0.1935483870967742
3,ond,31,21,0.6774193548387096
3,khi,31,13,0.41935483870967744
3,oli,31,20,0.6451612903225806
3,arh,31,24,0.7741935483870968
3,ell,31,15,0.4838709677419355
3,sat,30,13,0.43333333333333335
3,ini,30,15,0.5
3,nis,30,17,0.5666666666666667
3,res,30,16,0.5333333333333333
3,dhu,30,16,0.5333333333333333
3,ele,30,22,0.7333333333333333
3,tis,30,15,0.5
3,och,30,12,0.4
3,uni,30,17,0.5666666666666667
3,mac,30,22,0.7333333333333333
3,shu,30,16,0.5333333333333333
3,het,30,15,0.5
3,sah,30,23,0.7666666666666667
3,eli,30,14,0.4666666666666667
3,uja,30,21,0.7
3,eka,30,19,0.6333333333333333
3,aru,30,20,0.6666666666666666
3,nte,30,21,0.7
3,les,30,16,0.5333333333333333
3,hur,30,18,0.6
3,pak,30,14,0.4666666666666667
3,hah,30,23,0.7666666666666667
3,nit,29,18,0.6206896551724138
3,etr,29,12,0.41379310344827586
3,tor,29,22,0.7586206896551724
3,ect,29,18,0.6206896551724138
3,ote,29,20,0.6896551724137931
3,ave,29,19,0.6551724137931034
3,ech,29,19,0.6551724137931034
3,shv,29,14,0.4827586206896552
3,alt,29,19,0.6551724137931034
3,eel,29,15,0.5172413793103449
3,hag,29,24,0.8275862068965517
3,anv,29,20,0.6896551724137931
3,hae,29,13,0.4482758620689655
3,hap,29,17,0.5862068965517241
3,shn,29,15,0.5172413793103449
3,hen,29,16,0.5517241379310345
3,lar,29,19,0.6551724137931034
3,eks,28,16,0.5714285714285714
3,iwa,28,20,0.7142857142857143
3,see,28,18,0.6428571428571429
3,mak,28,13,0.4642857142857143
3,tma,28,7,0.25
3,eba,28,20,0.7142857142857143
3,das,28,20,0.7142857142857143
3,raw,28,16,0.5714285714285714
3,aki,28,20,0.7142857142857143
3,tti,28,17,0.6071428571428571
3,ros,28,19,0.6785714285714286
3,dam,28,21,0.75
3,oni,28,14,0.5
3,ten,27,18,0.6666666666666666
3,lad,27,16,0.5925925925925926
3,riv,27,16,0.5925925925925926
3,bly,27,27,1.0
3,hri,27,17,0.6296296296296297
3,tya,27,14,0.5185185185185185
3,kas,27,17,0.6296296296296297
3,lai,27,16,0.5925925925925926
3,ibh,27,11,0.4074074074074074
3,bhr,27,12,0.4444444444444444
3,chu,27,19,0.7037037037037037
3,hka,27,14,0.5185185185185185
3,wad,27,24,0.8888888888888888
3,den,27,19,0.7037037037037037
3,hva,27,14,0.5185185185185185
3,itt,27,16,0.5925925925925926
3,int,27,18,0.6666666666666666
3,kad,27,22,0.8148148148148148
3,yen,27,20,0.7407407407407407
3,sid,27,23,0.8518518518518519
3,sap,27,17,0.6296296296296297
3,ive,27,16,0.5925925925925926
3,arv,27,18,0.6666666666666666
3,rga,27,17,0.6296296296296297
3,ayo,27,13,0.48148148148148145
3,eri,27,13,0.48148148148148145
3,dik,27,16,0.5925925925925926
3,tah,26,17,0.6538461538461539
3,gee,26,13,0.5
3,bhi,26,12,0.46153846153846156
3,usa,26,13,0.5
3,amu,26,14,0.5384615384615384
3,age,26,19,0.7307692307692307
3,uta,26,11,0.4230769230769231
3,las,26,16,0.6153846153846154
3,dat,26,23,0.8846153846153846
3,iba,26,17,0.6538461538461539
3,bag,26,18,0.6923076923076923
3,per,26,19,0.7307692307692307
3,atk,26,13,0.5
3,osh,26,11,0.4230769230769231
3,rut,26,11,0.4230769230769231
3,ott,26,20,0.7692307692307693
3,jal,26,16,0.6153846153846154
3,ato,26,20,0.7692307692307693
3,ake,26,16,0.6153846153846154
3,amo,26,18,0.6923076923076923
3,kam,26,20,0.7692307692307693
3,rac,26,18,0.6923076923076923
3,mer,26,20,0.7692307692307693
3,vig,25,7,0.28
3,uba,25,17,0.68
3,ubh,25,8,0.32
3,ili,25,17,0.68
3,atm,25,8,0.32
3,mau,25,12,0.48
3,nna,25,13,0.52
3,yar,25,14,0.56
3,apo,25,13,0.52
3,agi,25,17,0.68
3,oma,25,20,0.8
3,sab,25,16,0.64
3,mee,25,15,0.6
3,ayi,25,19,0.76
3,akr,25,13,0.52
3,ber,25,17,0.68
3,din,25,14,0.56
3,rop,25,9,0.36
3,aul,25,11,0.44
3,dho,25,16,0.64
3,ado,25,18,0.72
3,lam,25,17,0.68
3,utt,25,13,0.52
3,rus,25,21,0.84
3,hir,25,18,0.72
3,hul,25,19,0.76
3,gir,25,13,0.52
3,ero,25,16,0.64
3,nce,25,21,0.84
3,hla,25,12,0.48
3,lap,24,16,0.6666666666666666
3,ema,24,15,0.625
3,iri,24,11,0.4583333333333333
3,pee,24,18,0.75
3,ahe,24,12,0.5
3,day,24,17,0.7083333333333334
3,aje,24,14,0.5833333333333334
3,nes,24,15,0.625
3,doo,24,17,0.7083333333333334
3,uga,24,14,0.5833333333333334
3,bud,24,13,0.5416666666666666
3,ahu,24,14,0.5833333333333334
3,ral,24,19,0.7916666666666666
3,uro,24,15,0.625
3,hel,24,10,0.4166666666666667
3,far,24,16,0.6666666666666666
3,nak,24,16,0.6666666666666666
3,rod,23,8,0.34782608695652173
3,nap,23,17,0.7391304347826086
3,nas,23,14,0.6086956521739131
3,yal,23,14,0.6086956521739131
3,rmi,23,16,0.6956521739130435
3,udd,23,8,0.34782608695652173
3,arr,23,19,0.8260869565217391
3,emi,23,9,0.391304347826087
3,rch,23,18,0.782608695652174
3,iks,23,20,0.8695652173913043
3,tib,23,13,0.5652173913043478
3,aik,23,22,0.9565217391304348
3,ase,23,11,0.4782608695652174
3,dis,23,16,0.6956521739130435
3,eti,23,14,0.6086956521739131
3,ure,23,10,0.43478260869565216
3,lag,23,10,0.43478260869565216
3,der,23,16,0.6956521739130435
3,tsa,23,17,0.7391304347826086
3,oha,23,15,0.6521739130434783
3,tam,23,17,0.7391304347826086
3,tes,23,14,0.6086956521739131
3,ope,23,15,0.6521739130434783
3,ray,23,14,0.6086956521739131
3,ner,23,18,0.782608695652174
3,lab,23,15,0.6521739130434783
3,jya,22,19,0.8636363636363636
3,hum,22,14,0.6363636363636364
3,aud,22,17,0.7727272727272727
3,aiy,22,18,0.8181818181818182
3,tao,22,11,0.5
3,hma,22,11,0.5
3,hud,22,16,0.7272727272727273
3,bah,22,12,0.5454545454545454
3,arp,22,13,0.5909090909090909
3,nsi,22,12,0.5454545454545454
3,lay,22,14,0.6363636363636364
3,ikt,22,14,0.6363636363636364
3,unc,22,10,0.45454545454545453
3,lal,22,16,0.7272727272727273
3,jam,22,13,0.5909090909090909
3,nad,22,15,0.6818181818181818
3,ity,22,13,0.5909090909090909
3,yap,22,10,0.45454545454545453
3,hot,22,15,0.6818181818181818
3,oto,22,17,0.7727272727272727
3,nto,22,13,0.5909090909090909
3,bur,22,15,0.6818181818181818
3,ass,22,17,0.7727272727272727
3,ite,22,18,0.8181818181818182
3,dev,22,9,0.4090909090909091
3,lta,22,13,0.5909090909090909
3,ler,22,13,0.5909090909090909
3,ong,22,18,0.8181818181818182
3,rin,22,18,0.8181818181818182
3,tap,22,20,0.9090909090909091
3,pla,22,16,0.7272727272727273
3,lah,22,13,0.5909090909090909
3,agr,22,19,0.8636363636363636
3,yuk,21,14,0.6666666666666666
3,kti,21,11,0.5238095238095238
3,iro,21,9,0.42857142857142855
3,sai,21,11,0.5238095238095238
3,avy,21,13,0.6190476190476191
3,rot,21,11,0.5238095238095238
3,htr,21,10,0.47619047619047616
3,orn,21,10,0.47619047619047616
3,urn,21,12,0.5714285714285714
3,hre,21,10,0.47619047619047616
3,shk,21,12,0.5714285714285714
3,haj,21,15,0.7142857142857143
3,oda,21,14,0.6666666666666666
3,ere,21,12,0.5714285714285714
3,arj,21,16,0.7619047619047619
3,avr,21,9,0.42857142857142855
3,pit,21,13,0.6190476190476191
3,mul,21,19,0.9047619047619048
3,hut,21,13,0.6190476190476191
3,atn,21,12,0.5714285714285714
3,gho,21,10,0.47619047619047616
3,agh,21,18,0.8571428571428571
3,sim,21,16,0.7619047619047619
3,lit,21,16,0.7619047619047619
3,hhu,21,6,0.2857142857142857
3,itr,20,8,0.4
3,nir,20,12,0.6
3,vir,20,11,0.55
3,nal,20,17,0.85
3,nja,20,14,0.7
3,nva,20,13,0.65
3,aac,20,9,0.45
3,len,20,11,0.55
3,kak,20,12,0.6
3,ete,20,13,0.65
3,soo,20,9,0.45
3,aaw,20,6,0.3
3,nin,20,11,0.55
3,eni,20,11,0.55
3,rne,20,12,0.6
3,sun,20,14,0.7
3,bat,20,13,0.65
3,alm,20,12,0.6
3,red,20,13,0.65
3,ons,20,13,0.65
3,pun,20,15,0.75
3,oka,20,11,0.55
3,idd,20,13,0.65
3,aeg,20,2,0.1
3,ica,20,14,0.7
3,hth,20,10,0.5
3,pri,20,15,0.75
3,tip,20,13,0.65
3,sto,20,17,0.85
3,tna,20,12,0.6
3,cti,20,8,0.4
3,esa,20,13,0.65
3,eep,20,9,0.45
3,alp,20,8,0.4
3,oja,20,6,0.3
3,tte,20,14,0.7
3,ger,20,13,0.65
3,urg,20,10,0.5
3,ley,20,14,0.7
3,rol,19,11,0.5789473684210527
3,olo,19,14,0.7368421052631579
3,ogi,19,14,0.7368421052631579
3,adr,19,11,0.5789473684210527
3,kur,19,15,0.7894736842105263
3,eem,19,9,0.47368421052631576
3,arc,19,16,0.8421052631578947
3,eyo,19,8,0.42105263157894735
3,hid,19,15,0.7894736842105263
3,ahm,19,7,0.3684210526315789
3,dya,19,13,0.6842105263157895
3,ung,19,14,0.7368421052631579
3,kka,19,13,0.6842105263157895
3,pen,19,14,0.7368421052631579
3,nah,19,17,0.8947368421052632
3,khu,19,12,0.631578947368421
3,ort,19,10,0.5263157894736842
3,thy,19,9,0.47368421052631576
3,afa,19,16,0.8421052631578947
3,nwa,19,12,0.631578947368421
3,tas,19,15,0.7894736842105263
3,rka,19,11,0.5789473684210527
3,kee,19,12,0.631578947368421
3,gin,19,12,0.631578947368421
3,miy,19,10,0.5263157894736842
3,ekh,19,10,0.5263157894736842
3,sir,19,8,0.42105263157894735
3,pho,19,12,0.631578947368421
3,oos,19,14,0.7368421052631579
3,oop,19,11,0.5789473684210527
3,yog,19,12,0.631578947368421
3,him,19,9,0.47368421052631576
3,uka,19,10,0.5263157894736842
3,abo,19,9,0.47368421052631576
3,ona,19,14,0.7368421052631579
3,iha,19,11,0.5789473684210527
3,sak,19,7,0.3684210526315789
3,lli,19,10,0.5263157894736842
3,lis,19,10,0.5263157894736842
3,eat,19,15,0.7894736842105263
3,dwa,18,9,0.5
3,hiv,18,11,0.6111111111111112
3,vin,18,11,0.6111111111111112
3,aty,18,9,0.5
3,jay,18,12,0.6666666666666666
3,set,18,13,0.7222222222222222
3,ota,18,7,0.3888888888888889
3,akk,18,13,0.7222222222222222
3,nic,18,10,0.5555555555555556
3,bai,18,11,0.6111111111111112
3,ria,18,12,0.6666666666666666
3,ngi,18,10,0.5555555555555556
3,moo,18,6,0.3333333333333333
3,ket,18,9,0.5
3,pas,18,8,0.4444444444444444
3,fal,18,12,0.6666666666666666
3,ija,18,13,0.7222222222222222
3,lyo,18,18,1.0
3,bil,18,8,0.4444444444444444
3,hch,18,10,0.5555555555555556
3,med,18,16,0.8888888888888888
3,tir,18,12,0.6666666666666666
3,tka,18,9,0.5
3,ult,18,15,0.8333333333333334
3,ose,18,11,0.6111111111111112
3,hip,18,10,0.5555555555555556
3,gen,18,17,0.9444444444444444
3,hed,18,12,0.6666666666666666
3,ian,18,13,0.7222222222222222
3,oro,18,9,0.5
3,hol,18,8,0.4444444444444444
3,tth,18,15,0.8333333333333334
3,aig,18,7,0.3888888888888889
3,ert,18,13,0.7222222222222222
3,jen,18,10,0.5555555555555556
3,ick,18,3,0.16666666666666666
3,bel,18,11,0.6111111111111112
3,ett,18,15,0.8333333333333334
3,log,17,10,0.5882352941176471
3,min,17,11,0.6470588235294118
3,sad,17,13,0.7647058823529411
3,nma,17,14,0.8235294117647058
3,iki,17,9,0.5294117647058824
3,gon,17,9,0.5294117647058824
3,ves,17,10,0.5882352941176471
3,hou,17,14,0.8235294117647058
3,bee,17,8,0.47058823529411764
3,oun,17,12,0.7058823529411765
3,eeb,17,6,0.35294117647058826
3,shy,17,9,0.5294117647058824
3,guj,17,10,0.5882352941176471
3,his,17,11,0.6470588235294118
3,nso,17,12,0.7058823529411765
3,von,17,6,0.35294117647058826
3,rdh,17,11,0.6470588235294118
3,jin,17,9,0.5294117647058824
3,pol,17,12,0.7058823529411765
3,mpa,17,16,0.9411764705882353
3,apr,17,12,0.7058823529411765
3,ats,17,12,0.7058823529411765
3,dak,17,12,0.7058823529411765
3,sen,17,11,0.6470588235294118
3,say,17,14,0.8235294117647058
3,run,17,12,0.7058823529411765
3,tur,17,16,0.9411764705882353
3,ndo,17,13,0.7647058823529411
3,hhe,17,10,0.5882352941176471
3,oke,17,11,0.6470588235294118
3,may,17,11,0.6470588235294118
3,new,17,3,0.17647058823529413
3,bri,17,12,0.7058823529411765
3,jag,17,13,0.7647058823529411
3,tav,17,15,0.8823529411764706
3,ven,17,13,0.7647058823529411
3,put,17,6,0.35294117647058826
3,nsk,17,7,0.4117647058823529
3,mor,17,11,0.6470588235294118
3,nse,16,11,0.6875
3,ook,16,10,0.625
3,dur,16,9,0.5625
3,dit,16,11,0.6875
3,anm,16,12,0.75
3,yas,16,11,0.6875
3,gai,16,16,1.0
3,vee,16,7,0.4375
3,mun,16,8,0.5
3,dau,16,11,0.6875
3,dus,16,11,0.6875
3,ghu,16,12,0.75
3,ier,16,13,0.8125
3,wee,16,9,0.5625
3,ago,16,11,0.6875
3,jat,16,11,0.6875
3,cal,16,13,0.8125
3,gre,16,9,0.5625
3,ena,16,9,0.5625
3,nji,16,7,0.4375
3,spe,16,8,0.5
3,tic,16,12,0.75
3,enc,16,14,0.875
3,cla,16,8,0.5
3,nip,16,14,0.875
3,atu,16,11,0.6875
3,sav,16,11,0.6875
3,mba,16,14,0.875
3,ved,16,8,0.5
3,egi,16,6,0.375
3,unt,16,13,0.8125
3,hes,16,5,0.3125
3,nau,16,12,0.75
3,kin,16,10,0.625
3,ald,16,10,0.625
3,wis,15,6,0.4
3,ink,15,12,0.8
3,ayu,15,7,0.4666666666666667
3,nyo,15,9,0.6
3,mis,15,8,0.5333333333333333
3,lec,15,10,0.6666666666666666
3,ctr,15,10,0.6666666666666666
3,lau,15,10,0.6666666666666666
3,aid,15,12,0.8
3,rar,15,13,0.8666666666666667
3,une,15,9,0.6
3,bro,15,13,0.8666666666666667
3,eya,15,5,0.3333333333333333
3,nne,15,12,0.8
3,aho,15,10,0.6666666666666666
3,nev,15,8,0.5333333333333333
3,nae,15,7,0.4666666666666667
3,vik,15,11,0.7333333333333333
3,aza,15,14,0.9333333333333333
3,eev,15,4,0.26666666666666666
3,dad,15,11,0.7333333333333333
3,ust,15,10,0.6666666666666666
3,anp,15,14,0.9333333333333333
3,tad,15,10,0.6666666666666666
3,mur,15,8,0.5333333333333333
3,eme,15,13,0.8666666666666667
3,sev,15,8,0.5333333333333333
3,irt,15,10,0.6666666666666666
3,lav,15,7,0.4666666666666667
3,lok,15,9,0.6
3,kap,15,11,0.7333333333333333
3,pai,15,11,0.7333333333333333
3,tai,15,14,0.9333333333333333
3,let,15,9,0.6
3,boo,15,8,0.5333333333333333
3,way,15,6,0.4
3,nkh,15,12,0.8
3,ost,15,9,0.6
3,fre,15,9,0.6
3,apt,15,11,0.7333333333333333
3,ple,15,12,0.8
3,opa,15,4,0.26666666666666666
3,evi,15,11,0.7333333333333333
3,eee,15,15,1.0
3,ape,15,9,0.6
3,iga,15,8,0.5333333333333333
3,aso,15,6,0.4
3,fin,15,10,0.6666666666666666
3,tla,15,6,0.4
3,rob,15,12,0.8
3,uha,15,8,0.5333333333333333
3,aus,15,8,0.5333333333333333
3,lka,15,9,0.6
3,ipu,15,13,0.8666666666666667
3,car,15,10,0.6666666666666666
3,ear,15,14,0.9333333333333333
3,enn,15,9,0.6
3,pac,15,10,0.6666666666666666
3,gis,14,9,0.6428571428571429
3,sis,14,7,0.5
3,ule,14,7,0.5
3,gun,14,10,0.7142857142857143
3,dah,14,11,0.7857142857142857
3,aut,14,11,0.7857142857142857
3,nid,14,3,0.21428571428571427
3,hao,14,8,0.5714285714285714
3,jai,14,9,0.6428571428571429
3,ede,14,10,0.7142857142857143
3,anb,14,8,0.5714285714285714
3,koo,14,8,0.5714285714285714
3,abu,14,12,0.8571428571428571
3,tol,14,12,0.8571428571428571
3,lti,14,11,0.7857142857142857
3,yoj,14,4,0.2857142857142857
3,huk,14,11,0.7857142857142857
3,tel,14,8,0.5714285714285714
3,our,14,12,0.8571428571428571
3,rie,14,12,0.8571428571428571
3,kes,14,5,0.35714285714285715
3,anw,14,8,0.5714285714285714
3,svi,14,14,1.0
3,nst,14,7,0.5
3,one,14,11,0.7857142857142857
3,kah,14,10,0.7142857142857143
3,rou,14,11,0.7857142857142857
3,vri,14,5,0.35714285714285715
3,tiv,14,6,0.42857142857142855
3,naj,14,4,0.2857142857142857
3,nai,14,11,0.7857142857142857
3,rup,14,8,0.5714285714285714
3,moh,14,10,0.7142857142857143
3,gul,14,7,0.5
3,ise,14,12,0.8571428571428571
3,fai,14,11,0.7857142857142857
3,vak,14,9,0.6428571428571429
3,aph,14,11,0.7857142857142857
3,osa,14,9,0.6428571428571429
3,rte,14,8,0.5714285714285714
3,ajo,14,7,0.5
3,rom,14,12,0.8571428571428571
3,ker,14,9,0.6428571428571429
3,pta,14,9,0.6428571428571429
3,ock,14,12,0.8571428571428571
3,cke,14,7,0.5
3,bor,14,10,0.7142857142857143
3,reg,14,9,0.6428571428571429
3,agy,14,7,0.5
3,col,14,9,0.6428571428571429
3,mha,14,14,1.0
3,rsa,14,6,0.42857142857142855
3,rib,14,11,0.7857142857142857
3,dil,14,10,0.7142857142857143
3,net,14,9,0.6428571428571429
3,mik,14,10,0.7142857142857143
3,ino,14,12,0.8571428571428571
3,yay,14,11,0.7857142857142857
3,jas,14,9,0.6428571428571429
3,dai,14,10,0.7142857142857143
3,hne,14,4,0.2857142857142857
3,ken,14,9,0.6428571428571429
3,dia,14,13,0.9285714285714286
3,als,14,10,0.7142857142857143
3,err,14,7,0.5
3,ska,14,9,0.6428571428571429
3,rvi,14,10,0.7142857142857143
3,for,14,12,0.8571428571428571
3,arl,14,13,0.9285714285714286
3,wel,14,7,0.5
3,ube,14,7,0.5
3,ack,14,8,0.5714285714285714
3,vel,14,11,0.7857142857142857
3,oti,13,8,0.6153846153846154
3,use,13,12,0.9230769230769231
3,jad,13,10,0.7692307692307693
3,ajn,13,8,0.6153846153846154
3,amr,13,7,0.5384615384615384
3,rra,13,10,0.7692307692307693
3,met,13,8,0.6153846153846154
3,udi,13,12,0.9230769230769231
3,ord,13,11,0.8461538461538461
3,rig,13,5,0.38461538461538464
3,hij,13,4,0.3076923076923077
3,hhi,13,11,0.8461538461538461
3,bak,13,9,0.6923076923076923
3,usi,13,9,0.6923076923076923
3,ekt,13,10,0.7692307692307693
3,uto,13,12,0.9230769230769231
3,sub,13,8,0.6153846153846154
3,dda,13,12,0.9230769230769231
3,pin,13,11,0.8461538461538461
3,gay,13,10,0.7692307692307693
3,idy,13,8,0.6153846153846154
3,til,13,11,0.8461538461538461
3,nvi,13,12,0.9230769230769231
3,ies,13,11,0.8461538461538461
3,eve,13,9,0.6923076923076923
3,alk,13,6,0.46153846153846156
3,ddi,13,8,0.6153846153846154
3,amm,13,4,0.3076923076923077
3,kho,13,6,0.46153846153846156
3,chc,13,7,0.5384615384615384
3,tim,13,8,0.6153846153846154
3,uru,13,9,0.6923076923076923
3,npu,13,9,0.6923076923076923
3,ove,13,11,0.8461538461538461
3,hru,13,9,0.6923076923076923
3,kum,13,6,0.46153846153846156
3,bon,13,8,0.6153846153846154
3,eth,13,10,0.7692307692307693
3,ksa,13,10,0.7692307692307693
3,rau,13,9,0.6923076923076923
3,hok,13,7,0.5384615384615384
3,app,13,9,0.6923076923076923
3,shm,13,11,0.8461538461538461
3,kai,13,8,0.6153846153846154
3,act,13,12,0.9230769230769231
3,bre,13,7,0.5384615384615384
3,aim,13,7,0.5384615384615384
3,kay,13,5,0.38461538461538464
3,ull,13,7,0.5384615384615384
3,hup,13,6,0.46153846153846156
3,kab,13,9,0.6923076923076923
3,obi,13,11,0.8461538461538461
3,ngr,13,9,0.6923076923076923
3,alu,13,10,0.7692307692307693
3,ico,13,7,0.5384615384615384
3,ace,13,8,0.6153846153846154
3,cat,13,8,0.6153846153846154
3,anh,13,9,0.6923076923076923
3,rid,13,6,0.46153846153846156
3,iel,13,11,0.8461538461538461
3,okh,13,5,0.38461538461538464
3,baj,13,8,0.6153846153846154
3,arb,13,9,0.6923076923076923
3,aaz,13,11,0.8461538461538461
3,rri,13,10,0.7692307692307693
3,nha,13,11,0.8461538461538461
3,jun,13,9,0.6923076923076923
3,woo,13,7,0.5384615384615384
3,atl,13,5,0.38461538461538464
3,irm,12,10,0.8333333333333334
3,tie,12,9,0.75
3,gna,12,7,0.5833333333333334
3,jiv,12,10,0.8333333333333334
3,oga,12,9,0.75
3,joo,12,7,0.5833333333333334
3,nke,12,9,0.75
3,ous,12,11,0.9166666666666666
3,abe,12,7,0.5833333333333334
3,rme,12,9,0.75
3,bul,12,5,0.4166666666666667
3,sik,12,7,0.5833333333333334
3,hua,12,7,0.5833333333333334
3,lib,12,6,0.5
3,lha,12,8,0.6666666666666666
3,hmi,12,10,0.8333333333333334
3,dri,12,7,0.5833333333333334
3,epa,12,5,0.4166666666666667
3,ikr,12,9,0.75
3,pul,12,7,0.5833333333333334
3,kiy,12,7,0.5833333333333334
3,nci,12,10,0.8333333333333334
3,ivi,12,5,0.4166666666666667
3,loo,12,5,0.4166666666666667
3,bhe,12,6,0.5
3,abi,12,7,0.5833333333333334
3,imm,12,10,0.8333333333333334
3,aip,12,10,0.8333333333333334
3,eec,12,9,0.75
3,ire,12,6,0.5
3,idi,12,10,0.8333333333333334
3,faa,12,6,0.5
3,pek,12,10,0.8333333333333334
3,amj,12,5,0.4166666666666667
3,kru,12,5,0.4166666666666667
3,lma,12,4,0.3333333333333333
3,not,12,9,0.75
3,dav,12,10,0.8333333333333334
3,tec,12,7,0.5833333333333334
3,too,12,9,0.75
3,ode,12,9,0.75
3,mma,12,5,0.4166666666666667
3,lwa,12,8,0.6666666666666666
3,eja,12,4,0.3333333333333333
3,iko,12,5,0.4166666666666667
3,ser,12,6,0.5
3,lae,12,5,0.4166666666666667
3,hem,12,9,0.75
3,ruk,12,7,0.5833333333333334
3,duk,12,6,0.5
3,rja,12,8,0.6666666666666666
3,nni,12,8,0.6666666666666666
3,amk,12,6,0.5
3,abd,12,9,0.75
3,tne,12,4,0.3333333333333333
3,tyo,12,10,0.8333333333333334
3,fer,12,11,0.9166666666666666
3,ahl,12,4,0.3333333333333333
3,ess,12,7,0.5833333333333334
